CLUSTER_1	1	21	9	0.047619047619047616
CLUSTER_10	2	6	6	0.3333333333333333
CLUSTER_100	1	18	3	0.05555555555555555
CLUSTER_101	1	12	4	0.08333333333333333
CLUSTER_102	1	4	2	0.25
CLUSTER_103	7	10	0	0.7
CLUSTER_104	2	4	2	0.5
CLUSTER_105	2	11	2	0.18181818181818182
CLUSTER_106	1	13	4	0.07692307692307693
CLUSTER_107	7	9	0	0.7777777777777778
CLUSTER_108	1	7	4	0.14285714285714285
CLUSTER_109	3	12	4	0.25
CLUSTER_11	2	12	12	0.16666666666666666
CLUSTER_110	1	1	1	1.0
CLUSTER_111	1	3	3	0.3333333333333333
CLUSTER_112	3	20	7	0.15
CLUSTER_113	2	12	4	0.16666666666666666
CLUSTER_114	3	10	3	0.3
CLUSTER_115	1	9	5	0.1111111111111111
CLUSTER_116	2	28	7	0.07142857142857142
CLUSTER_117	1	2	7	0.5
CLUSTER_118	3	11	4	0.2727272727272727
CLUSTER_119	2	67	5	0.029850746268656716
CLUSTER_12	1	9	5	0.1111111111111111
CLUSTER_120	3	12	3	0.25
CLUSTER_121	2	11	5	0.18181818181818182
CLUSTER_122	3	21	2	0.14285714285714285
CLUSTER_123	2	3	0	0.6666666666666666
CLUSTER_124	1	3	13	0.3333333333333333
CLUSTER_125	1	3	8	0.3333333333333333
CLUSTER_126	2	11	5	0.18181818181818182
CLUSTER_127	3	8	0	0.375
CLUSTER_128	2	10	6	0.2
CLUSTER_129	2	10	3	0.2
CLUSTER_13	1	2	2	0.5
CLUSTER_130	1	2	3	0.5
CLUSTER_131	1	1	3	1.0
CLUSTER_132	5	301	6	0.016611295681063124
CLUSTER_133	2	59	8	0.03389830508474576
CLUSTER_134	3	9	1	0.3333333333333333
CLUSTER_135	2	11	7	0.18181818181818182
CLUSTER_136	3	13	2	0.23076923076923078
CLUSTER_137	1	10	6	0.1
CLUSTER_138	1	7	2	0.14285714285714285
CLUSTER_139	1	54	2	0.018518518518518517
CLUSTER_14	1	1	8	1.0
CLUSTER_140	1	16	10	0.0625
CLUSTER_141	1	2	13	0.5
CLUSTER_142	1	2	8	0.5
CLUSTER_143	1	1	6	1.0
CLUSTER_144	1	55	1	0.01818181818181818
CLUSTER_145	3	13	1	0.23076923076923078
CLUSTER_146	2	56	1	0.03571428571428571
CLUSTER_147	1	12	11	0.08333333333333333
CLUSTER_148	2	13	13	0.15384615384615385
CLUSTER_149	2	18	12	0.1111111111111111
CLUSTER_15	1	38	8	0.02631578947368421
CLUSTER_150	1	1	2	1.0
CLUSTER_151	1	3	13	0.3333333333333333
CLUSTER_152	1	12	12	0.08333333333333333
CLUSTER_153	1	3	11	0.3333333333333333
CLUSTER_154	1	4	7	0.25
CLUSTER_155	3	3	0	1.0
CLUSTER_156	1	20	7	0.05
CLUSTER_157	2	5	7	0.4
CLUSTER_158	1	6	9	0.16666666666666666
CLUSTER_159	2	22	4	0.09090909090909091
CLUSTER_16	1	1	1	1.0
CLUSTER_160	3	5	11	0.6
CLUSTER_161	1	9	4	0.1111111111111111
CLUSTER_162	2	133	2	0.015037593984962405
CLUSTER_163	2	28	3	0.07142857142857142
CLUSTER_164	1	6	8	0.16666666666666666
CLUSTER_165	1	10	9	0.1
CLUSTER_166	1	5	10	0.2
CLUSTER_167	1	11	3	0.09090909090909091
CLUSTER_168	5	5	1	1.0
CLUSTER_169	1	2	4	0.5
CLUSTER_17	3	12	7	0.25
CLUSTER_170	3	10	12	0.3
CLUSTER_171	1	10	4	0.1
CLUSTER_172	1	1	7	1.0
CLUSTER_173	1	6	10	0.16666666666666666
CLUSTER_174	1	5	1	0.2
CLUSTER_175	5	11	5	0.45454545454545453
CLUSTER_176	2	32	10	0.0625
CLUSTER_177	1	10	4	0.1
CLUSTER_178	5	16	5	0.3125
CLUSTER_179	1	11	6	0.09090909090909091
CLUSTER_18	1	8	1	0.125
CLUSTER_180	2	14	8	0.14285714285714285
CLUSTER_181	1	12	14	0.08333333333333333
CLUSTER_182	1	8	4	0.125
CLUSTER_183	1	7	11	0.14285714285714285
CLUSTER_184	2	38	9	0.05263157894736842
CLUSTER_185	1	50	9	0.02
CLUSTER_186	1	1	5	1.0
CLUSTER_187	3	9	6	0.3333333333333333
CLUSTER_188	1	2	4	0.5
CLUSTER_189	1	6	6	0.16666666666666666
CLUSTER_19	1	13	7	0.07692307692307693
CLUSTER_190	1	8	3	0.125
CLUSTER_191	3	12	0	0.25
CLUSTER_192	1	5	1	0.2
CLUSTER_193	3	13	5	0.23076923076923078
CLUSTER_194	1	5	15	0.2
CLUSTER_195	1	10	8	0.1
CLUSTER_196	2	13	2	0.15384615384615385
CLUSTER_197	6	21	8	0.2857142857142857
CLUSTER_198	3	13	4	0.23076923076923078
CLUSTER_199	1	7	2	0.14285714285714285
CLUSTER_2	2	3	8	0.6666666666666666
CLUSTER_20	2	16	2	0.125
CLUSTER_200	1	5	6	0.2
CLUSTER_201	1	11	8	0.09090909090909091
CLUSTER_202	2	11	0	0.18181818181818182
CLUSTER_203	1	11	2	0.09090909090909091
CLUSTER_204	1	3	0	0.3333333333333333
CLUSTER_205	1	2	14	0.5
CLUSTER_206	1	8	6	0.125
CLUSTER_207	2	5	5	0.4
CLUSTER_208	2	13	3	0.15384615384615385
CLUSTER_209	1	1	4	1.0
CLUSTER_21	1	11	8	0.09090909090909091
CLUSTER_210	1	9	1	0.1111111111111111
CLUSTER_211	1	3	7	0.3333333333333333
CLUSTER_212	2	10	5	0.2
CLUSTER_213	1	11	1	0.09090909090909091
CLUSTER_214	3	184	2	0.016304347826086956
CLUSTER_215	1	2	0	0.5
CLUSTER_216	1	2	13	0.5
CLUSTER_217	3	10	2	0.3
CLUSTER_218	1	8	5	0.125
CLUSTER_219	1	2	11	0.5
CLUSTER_22	1	12	4	0.08333333333333333
CLUSTER_220	2	12	4	0.16666666666666666
CLUSTER_221	1	3	3	0.3333333333333333
CLUSTER_222	3	10	6	0.3
CLUSTER_223	2	2	6	1.0
CLUSTER_224	1	5	4	0.2
CLUSTER_225	1	8	3	0.125
CLUSTER_226	4	4	1	1.0
CLUSTER_227	1	2	0	0.5
CLUSTER_228	1	10	2	0.1
CLUSTER_229	1	1	2	1.0
CLUSTER_23	2	10	5	0.2
CLUSTER_230	1	1	14	1.0
CLUSTER_231	1	12	5	0.08333333333333333
CLUSTER_232	1	70	2	0.014285714285714285
CLUSTER_233	3	8	7	0.375
CLUSTER_234	1	2	3	0.5
CLUSTER_235	1	26	4	0.038461538461538464
CLUSTER_236	1	2	0	0.5
CLUSTER_237	3	12	9	0.25
CLUSTER_238	2	46	6	0.043478260869565216
CLUSTER_239	1	1	0	1.0
CLUSTER_24	1	35	2	0.02857142857142857
CLUSTER_240	1	5	1	0.2
CLUSTER_241	1	7	6	0.14285714285714285
CLUSTER_242	1	9	1	0.1111111111111111
CLUSTER_243	3	7	8	0.42857142857142855
CLUSTER_244	2	29	5	0.06896551724137931
CLUSTER_245	1	23	9	0.043478260869565216
CLUSTER_246	2	2	5	1.0
CLUSTER_247	1	1	0	1.0
CLUSTER_25	1	30	7	0.03333333333333333
CLUSTER_26	1	2	12	0.5
CLUSTER_27	1	1	11	1.0
CLUSTER_28	1	13	8	0.07692307692307693
CLUSTER_29	1	4	7	0.25
CLUSTER_3	2	25	3	0.08
CLUSTER_30	1	2	13	0.5
CLUSTER_31	1	9	9	0.1111111111111111
CLUSTER_32	1	4	11	0.25
CLUSTER_33	2	13	7	0.15384615384615385
CLUSTER_34	1	11	10	0.09090909090909091
CLUSTER_35	2	13	12	0.15384615384615385
CLUSTER_36	3	19	6	0.15789473684210525
CLUSTER_37	2	4	2	0.5
CLUSTER_38	1	10	10	0.1
CLUSTER_39	1	12	12	0.08333333333333333
CLUSTER_4	1	4	3	0.25
CLUSTER_40	3	13	3	0.23076923076923078
CLUSTER_41	2	12	11	0.16666666666666666
CLUSTER_42	2	8	2	0.25
CLUSTER_43	1	3	1	0.3333333333333333
CLUSTER_44	3	5	0	0.6
CLUSTER_45	3	11	2	0.2727272727272727
CLUSTER_46	1	14	5	0.07142857142857142
CLUSTER_47	1	8	3	0.125
CLUSTER_48	1	12	5	0.08333333333333333
CLUSTER_49	3	13	1	0.23076923076923078
CLUSTER_5	2	19	9	0.10526315789473684
CLUSTER_50	2	7	1	0.2857142857142857
CLUSTER_51	3	8	1	0.375
CLUSTER_52	2	10	3	0.2
CLUSTER_53	1	1	8	1.0
CLUSTER_54	1	10	7	0.1
CLUSTER_55	2	2	1	1.0
CLUSTER_56	2	7	12	0.2857142857142857
CLUSTER_57	7	11	0	0.6363636363636364
CLUSTER_58	2	7	8	0.2857142857142857
CLUSTER_59	1	126	7	0.007936507936507936
CLUSTER_6	1	8	10	0.125
CLUSTER_60	1	9	8	0.1111111111111111
CLUSTER_61	3	14	10	0.21428571428571427
CLUSTER_62	1	14	9	0.07142857142857142
CLUSTER_63	1	22	6	0.045454545454545456
CLUSTER_64	1	1	0	1.0
CLUSTER_65	3	10	1	0.3
CLUSTER_66	1	3	6	0.3333333333333333
CLUSTER_67	1	13	9	0.07692307692307693
CLUSTER_68	3	5	0	0.6
CLUSTER_69	3	13	8	0.23076923076923078
CLUSTER_7	1	36	6	0.027777777777777776
CLUSTER_70	4	4	2	1.0
CLUSTER_71	3	11	11	0.2727272727272727
CLUSTER_72	4	65	10	0.06153846153846154
CLUSTER_73	2	23	9	0.08695652173913043
CLUSTER_74	6	8	0	0.75
CLUSTER_75	1	29	3	0.034482758620689655
CLUSTER_76	1	3	5	0.3333333333333333
CLUSTER_77	2	4	0	0.5
CLUSTER_78	3	10	10	0.3
CLUSTER_79	8	117	2	0.06837606837606838
CLUSTER_8	1	1	3	1.0
CLUSTER_80	3	6	0	0.5
CLUSTER_81	1	3	11	0.3333333333333333
CLUSTER_82	2	10	2	0.2
CLUSTER_83	1	5	1	0.2
CLUSTER_84	2	7	9	0.2857142857142857
CLUSTER_85	1	6	4	0.16666666666666666
CLUSTER_86	1	13	1	0.07692307692307693
CLUSTER_87	3	10	7	0.3
CLUSTER_88	2	7	4	0.2857142857142857
CLUSTER_89	1	48	4	0.020833333333333332
CLUSTER_9	1	2	3	0.5
CLUSTER_90	2	18	1	0.1111111111111111
CLUSTER_91	3	11	5	0.2727272727272727
CLUSTER_92	1	11	2	0.09090909090909091
CLUSTER_93	1	5	3	0.2
CLUSTER_94	3	23	6	0.13043478260869565
CLUSTER_95	1	1	6	1.0
CLUSTER_96	1	19	5	0.05263157894736842
CLUSTER_97	1	14	1	0.07142857142857142
CLUSTER_98	1	13	3	0.07692307692307693
CLUSTER_99	6	7	0	0.8571428571428571
